dS	dN	dN/dS	Mouse	Ensembl
0.29820	0.00420	71	ENSMUSG00000018415	ENSG00000141034
0.66050	0.04510	14.6452	ENSMUSG00000018334	ENSG00000141068
0.42730	0.05100	8.37843	ENSMUSG00000041438	ENSG00000141076
0.42700	0.01010	42.2772	ENSMUSG00000037415	ENSG00000141084
0.88480	0.02000	44.24	ENSMUSG00000013150	ENSG00000141098
0.64990	0.04690	13.8571	ENSMUSG00000003848	ENSG00000141101
0.45400	0.00500	90.8	ENSMUSG00000020528	ENSG00000141127
0.65790	0.10180	6.46267	ENSMUSG00000020553	ENSG00000141179
0.34880	0.01340	26.0299	ENSMUSG00000037573	ENSG00000141232
0.50490	0.01580	31.9557	ENSMUSG00000017288	ENSG00000141252
0.62120	0.03360	18.4881	ENSMUSG00000038351	ENSG00000141258
0.26590	0.01080	24.6204	ENSMUSG00000001441	ENSG00000141279
0.65930	0.08420	7.83017	ENSMUSG00000020877	ENSG00000141295
0.36970	0.09320	3.96674	ENSMUSG00000037926	ENSG00000141298
0.48500	0.08730	5.55556	ENSMUSG00000034793	ENSG00000141349
0.40570	0.00080	507.125	ENSMUSG00000047126	ENSG00000141367
0.55080	0.04780	11.523	ENSMUSG00000059439	ENSG00000141376
0.34830	0.01810	19.2431	ENSMUSG00000037013	ENSG00000141380
0.71700	0.03650	19.6438	ENSMUSG00000024527	ENSG00000141385
0.62290	0.06210	10.0306	ENSMUSG00000024270	ENSG00000141424
0.42460	0.00580	73.2069	ENSMUSG00000040446	ENSG00000141425
0.57430	0.16080	3.57152	ENSMUSG00000024273	ENSG00000141428
0.27710	0.00730	37.9589	ENSMUSG00000000420	ENSG00000141429
0.63350	0.02550	24.8431	ENSMUSG00000024410	ENSG00000141452
0.46960	0.06860	6.84548	ENSMUSG00000018921	ENSG00000141456
0.64220	0.08050	7.97764	ENSMUSG00000024413	ENSG00000141458
0.54470	0.01450	37.5655	ENSMUSG00000060216	ENSG00000141480
0.54830	0.12410	4.41821	ENSMUSG00000041346	ENSG00000141499
0.47600	0.01180	40.339	ENSMUSG00000020827	ENSG00000141503
0.50660	0.11430	4.4322	ENSMUSG00000069835	ENSG00000141504
0.60250	0.15090	3.99271	ENSMUSG00000059552	ENSG00000141510
1.17560	0.01050	111.962	ENSMUSG00000025132	ENSG00000141522
1.19730	0.13530	8.84922	ENSMUSG00000025572	ENSG00000141524
1.14530	0.05400	21.2093	ENSMUSG00000025161	ENSG00000141526
0.92170	0.00330	279.303	ENSMUSG00000025580	ENSG00000141543
0.79700	0.01440	55.3472	ENSMUSG00000094973	ENSG00000141543
0.56990	0.00110	518.091	ENSMUSG00000025162	ENSG00000141551
5.67620	0.40720	13.9396	ENSMUSG00000025135	ENSG00000141552
0.80600	0.10720	7.51866	ENSMUSG00000039230	ENSG00000141556
0.67680	0.05690	11.8946	ENSMUSG00000039253	ENSG00000141560
0.73870	0.09760	7.56865	ENSMUSG00000000056	ENSG00000141562
0.81940	0.01580	51.8608	ENSMUSG00000025583	ENSG00000141564
0.54720	0.02840	19.2676	ENSMUSG00000039275	ENSG00000141568
1.01190	0.21910	4.61844	ENSMUSG00000054517	ENSG00000141569
1.20310	0.14400	8.35486	ENSMUSG00000039781	ENSG00000141577
0.43860	0.00400	109.65	ENSMUSG00000025173	ENSG00000141580
1.09260	0.04130	26.4552	ENSMUSG00000039989	ENSG00000141582
0.58590	0.02960	19.7939	ENSMUSG00000035765	ENSG00000141627
0.44180	0.23520	1.8784	ENSMUSG00000024561	ENSG00000141644
0.38220	0.00670	57.0448	ENSMUSG00000024515	ENSG00000141646
0.38670	0.11840	3.26605	ENSMUSG00000038866	ENSG00000141664
0.67640	0.05140	13.1595	ENSMUSG00000017176	ENSG00000141698
0.27800	0.04590	6.05664	ENSMUSG00000017802	ENSG00000141699
0.58890	0.06420	9.1729	ENSMUSG00000062312	ENSG00000141736
0.44220	0.05200	8.50385	ENSMUSG00000002580	ENSG00000141741
0.55210	0.03930	14.0483	ENSMUSG00000017493	ENSG00000141753
1.01040	0.00100	1010.4	ENSMUSG00000057130	ENSG00000141759
0.41150	0.03080	13.3604	ENSMUSG00000079003	ENSG00000141858
0.49240	0.02190	22.484	ENSMUSG00000024002	ENSG00000141867
5.05100	0.08310	60.7822	ENSMUSG00000046822	ENSG00000141873
1.05250	0.02670	39.4195	ENSMUSG00000055053	ENSG00000141905
2.20220	0.07520	29.2846	ENSMUSG00000020308	ENSG00000141933
0.92060	0.02890	31.8547	ENSMUSG00000020277	ENSG00000141959
1.68470	0.04330	38.9076	ENSMUSG00000043683	ENSG00000141965
1.69060	0.05670	29.8166	ENSMUSG00000078157	ENSG00000141965
0.78390	0.10460	7.49426	ENSMUSG00000031813	ENSG00000141971
1.28990	0.02500	51.596	ENSMUSG00000003200	ENSG00000141985
1.49690	0.09800	15.2745	ENSMUSG00000007603	ENSG00000141994
1.46100	0.03980	36.7085	ENSMUSG00000001229	ENSG00000142002
1.05030	0.09250	11.3546	ENSMUSG00000002608	ENSG00000142039
0.59670	0.08220	7.25912	ENSMUSG00000025486	ENSG00000142082
1.01730	0.31290	3.2512	ENSMUSG00000068631	ENSG00000142089
2.19630	0.23470	9.3579	ENSMUSG00000025492	ENSG00000142089
0.96560	0.24910	3.87635	ENSMUSG00000060591	ENSG00000142089
0.80200	0.21800	3.6789	ENSMUSG00000025491	ENSG00000142089
1.17880	0.34960	3.37185	ENSMUSG00000065968	ENSG00000142089
0.65590	0.13140	4.99163	ENSMUSG00000062031	ENSG00000142102
1.03640	0.05420	19.1218	ENSMUSG00000001119	ENSG00000142156
1.12760	0.39880	2.82748	ENSMUSG00000022967	ENSG00000142166
0.45550	0.10950	4.15982	ENSMUSG00000022982	ENSG00000142168
0.81220	0.04590	17.695	ENSMUSG00000020241	ENSG00000142173
0.93060	0.10020	9.28743	ENSMUSG00000024042	ENSG00000142178
0.60010	0.04870	12.3224	ENSMUSG00000024941	ENSG00000142186
0.71660	0.00920	77.8913	ENSMUSG00000022964	ENSG00000142188
0.60740	0.02520	24.1032	ENSMUSG00000022892	ENSG00000142192
0.90880	0.00860	105.674	ENSMUSG00000001729	ENSG00000142208
0.92080	0.03850	23.9169	ENSMUSG00000040212	ENSG00000142227
0.58750	0.03160	18.5918	ENSMUSG00000052833	ENSG00000142230
0.75930	0.09860	7.70081	ENSMUSG00000044709	ENSG00000142252
0.71550	0.02800	25.5536	ENSMUSG00000024299	ENSG00000142303
0.72540	0.01980	36.6364	ENSMUSG00000026269	ENSG00000142327
0.77170	0.10230	7.5435	ENSMUSG00000026270	ENSG00000142330
1.27750	0.03070	41.6124	ENSMUSG00000046792	ENSG00000142409
2.13570	0.09200	23.2141	ENSMUSG00000048429	ENSG00000142444
0.56140	0.01010	55.5842	ENSMUSG00000032185	ENSG00000142453
1.12170	0.01910	58.7277	ENSMUSG00000011832	ENSG00000142459
0.43290	0.04220	10.2583	ENSMUSG00000018286	ENSG00000142507
0.92120	0.00000	inf	ENSMUSG00000003429	ENSG00000142534
0.82890	0.05680	14.5933	ENSMUSG00000062083	ENSG00000142541
0.70340	0.02220	31.6847	ENSMUSG00000074129	ENSG00000142541
1.01810	0.04360	23.3509	ENSMUSG00000003421	ENSG00000142546
0.91750	0.03360	27.3065	ENSMUSG00000019539	ENSG00000142552
0.55090	0.02700	20.4037	ENSMUSG00000039852	ENSG00000142599
1.68690	0.02480	68.0202	ENSMUSG00000040659	ENSG00000142634
0.52500	0.03630	14.4628	ENSMUSG00000028975	ENSG00000142655
0.59720	0.03130	19.0799	ENSMUSG00000028961	ENSG00000142657
0.55070	0.01810	30.4254	ENSMUSG00000028843	ENSG00000142669
0.41520	0.00520	79.8462	ENSMUSG00000058064	ENSG00000142676
0.44760	0.00000	inf	ENSMUSG00000059291	ENSG00000142676
0.45150	0.11150	4.04933	ENSMUSG00000028830	ENSG00000142687
0.91590	0.04730	19.3636	ENSMUSG00000050212	ENSG00000142694
0.56650	0.01930	29.3523	ENSMUSG00000028848	ENSG00000142751
0.53630	0.01380	38.8623	ENSMUSG00000037622	ENSG00000142784
0.25580	0.00700	36.5429	ENSMUSG00000036371	ENSG00000142864
0.62590	0.00000	inf	ENSMUSG00000047675	ENSG00000142937
0.93910	0.00980	95.8265	ENSMUSG00000028709	ENSG00000142961
0.18740	0.00000	inf	ENSMUSG00000028266	ENSG00000143013
0.17110	0.01050	16.2952	ENSMUSG00000029267	ENSG00000143033
0.47880	0.00910	52.6154	ENSMUSG00000014601	ENSG00000143093
0.26810	0.00810	33.0988	ENSMUSG00000050490	ENSG00000143106
0.25050	0.00000	inf	ENSMUSG00000068749	ENSG00000143106
0.59010	0.06430	9.17729	ENSMUSG00000026687	ENSG00000143149
0.42630	0.01700	25.0765	ENSMUSG00000040843	ENSG00000143155
0.53820	0.04280	12.5748	ENSMUSG00000040596	ENSG00000143157
0.40690	0.04250	9.57412	ENSMUSG00000026568	ENSG00000143158
0.63930	0.17420	3.66992	ENSMUSG00000040713	ENSG00000143162
0.37160	0.05380	6.90706	ENSMUSG00000026571	ENSG00000143164
0.46330	0.00000	inf	ENSMUSG00000052428	ENSG00000143183
0.57120	0.08760	6.52055	ENSMUSG00000026688	ENSG00000143198
0.31970	0.01060	30.1604	ENSMUSG00000040782	ENSG00000143207
0.36840	0.01400	26.3143	ENSMUSG00000062963	ENSG00000143222
0.42240	0.07220	5.85042	ENSMUSG00000062729	ENSG00000143224
0.38270	0.12800	2.98984	ENSMUSG00000058076	ENSG00000143252
0.34460	0.02130	16.1784	ENSMUSG00000006412	ENSG00000143256
0.25360	0.01770	14.3277	ENSMUSG00000053483	ENSG00000143258
0.36710	0.03370	10.8932	ENSMUSG00000004895	ENSG00000143294
0.44550	0.07790	5.71887	ENSMUSG00000004896	ENSG00000143303
0.56780	0.06410	8.85803	ENSMUSG00000019710	ENSG00000143314
0.55610	0.13390	4.1531	ENSMUSG00000048039	ENSG00000143319
0.26840	0.02430	11.0453	ENSMUSG00000026469	ENSG00000143324
0.68460	0.21570	3.17385	ENSMUSG00000026466	ENSG00000143337
0.42450	0.08940	4.74832	ENSMUSG00000015711	ENSG00000143363
0.41280	0.00250	165.12	ENSMUSG00000068856	ENSG00000143368
0.45280	0.07400	6.11892	ENSMUSG00000019338	ENSG00000143373
0.48620	0.09320	5.21674	ENSMUSG00000028107	ENSG00000143374
0.26400	0.00990	26.6667	ENSMUSG00000028136	ENSG00000143376
0.41130	0.04060	10.1305	ENSMUSG00000015697	ENSG00000143379
0.71870	0.10980	6.54554	ENSMUSG00000038612	ENSG00000143384
0.39310	0.07650	5.13856	ENSMUSG00000028111	ENSG00000143387
0.45930	0.13190	3.48218	ENSMUSG00000005774	ENSG00000143390
0.31220	0.00710	43.9718	ENSMUSG00000038861	ENSG00000143393
0.48860	0.05010	9.7525	ENSMUSG00000028126	ENSG00000143398
0.70130	0.02670	26.2659	ENSMUSG00000015749	ENSG00000143401
0.58190	0.08980	6.47996	ENSMUSG00000038712	ENSG00000143409
0.54560	0.06830	7.98829	ENSMUSG00000068874	ENSG00000143416
0.55740	0.07030	7.92888	ENSMUSG00000068877	ENSG00000143416
0.32900	0.03640	9.03846	ENSMUSG00000015714	ENSG00000143418
0.14600	0.00750	19.4667	ENSMUSG00000038619	ENSG00000143420
0.49220	0.11600	4.2431	ENSMUSG00000028140	ENSG00000143436
0.33310	0.04210	7.91211	ENSMUSG00000015522	ENSG00000143437
0.36620	0.03300	11.097	ENSMUSG00000038902	ENSG00000143442
0.41670	0.02520	16.5357	ENSMUSG00000046519	ENSG00000143457
0.37220	0.10040	3.70717	ENSMUSG00000026427	ENSG00000143486
0.64810	0.03470	18.6772	ENSMUSG00000026603	ENSG00000143499
0.52180	0.04660	11.1974	ENSMUSG00000026510	ENSG00000143514
0.52490	0.01310	40.0687	ENSMUSG00000060671	ENSG00000143515
0.47570	0.11670	4.07626	ENSMUSG00000028041	ENSG00000143537
0.58470	0.08250	7.08727	ENSMUSG00000027937	ENSG00000143543
0.41050	0.03840	10.6901	ENSMUSG00000027935	ENSG00000143545
0.63220	0.09620	6.57173	ENSMUSG00000027940	ENSG00000143549
0.85290	0.18820	4.53188	ENSMUSG00000058126	ENSG00000143549
0.41820	0.01090	38.367	ENSMUSG00000001018	ENSG00000143553
0.63450	0.07740	8.19767	ENSMUSG00000027932	ENSG00000143554
0.19050	0.00920	20.7065	ENSMUSG00000042520	ENSG00000143569
0.55900	0.03290	16.9909	ENSMUSG00000052310	ENSG00000143570
0.41140	0.10430	3.94439	ENSMUSG00000027944	ENSG00000143575
0.41230	0.02110	19.5403	ENSMUSG00000027942	ENSG00000143612
0.27780	0.00720	38.5833	ENSMUSG00000042390	ENSG00000143614
0.37720	0.00000	inf	ENSMUSG00000001016	ENSG00000143621
0.61560	0.02560	24.0469	ENSMUSG00000028057	ENSG00000143622
0.39800	0.00590	67.4576	ENSMUSG00000027933	ENSG00000143624
1.15750	0.00120	964.583	ENSMUSG00000031972	ENSG00000143632
0.82070	0.01730	47.4393	ENSMUSG00000089704	ENSG00000143641
0.86200	0.02450	35.1837	ENSMUSG00000092329	ENSG00000143641
0.34140	0.07210	4.73509	ENSMUSG00000038936	ENSG00000143653
0.84650	0.12770	6.62882	ENSMUSG00000044573	ENSG00000143727
1.04270	0.19820	5.26085	ENSMUSG00000009894	ENSG00000143740
0.54700	0.03690	14.8238	ENSMUSG00000026511	ENSG00000143742
0.44830	0.06840	6.55409	ENSMUSG00000026516	ENSG00000143748
0.75560	0.22840	3.30823	ENSMUSG00000038806	ENSG00000143751
0.70200	0.08550	8.21053	ENSMUSG00000038633	ENSG00000143753
0.62030	0.17470	3.55066	ENSMUSG00000038768	ENSG00000143753
0.42120	0.02620	16.0763	ENSMUSG00000047539	ENSG00000143756
0.52710	0.00000	inf	ENSMUSG00000048076	ENSG00000143761
0.83380	0.22140	3.76603	ENSMUSG00000038855	ENSG00000143772
1.89910	0.22870	8.30389	ENSMUSG00000020444	ENSG00000143774
1.14370	0.11320	10.1034	ENSMUSG00000020441	ENSG00000143793
0.75250	0.03690	20.393	ENSMUSG00000026496	ENSG00000143799
0.74610	0.01780	41.9157	ENSMUSG00000010609	ENSG00000143801
0.65820	0.03780	17.4127	ENSMUSG00000026520	ENSG00000143811
0.74220	0.11460	6.47644	ENSMUSG00000004880	ENSG00000143815
0.68960	0.08510	8.10341	ENSMUSG00000038776	ENSG00000143819
0.62860	0.04740	13.2616	ENSMUSG00000070643	ENSG00000143842
0.53730	0.00230	233.609	ENSMUSG00000026426	ENSG00000143862
0.65480	0.04350	15.0529	ENSMUSG00000020571	ENSG00000143870
0.59670	0.00000	inf	ENSMUSG00000054364	ENSG00000143878
0.38890	0.02050	18.9707	ENSMUSG00000024095	ENSG00000143889
0.41710	0.05950	7.01008	ENSMUSG00000032624	ENSG00000143924
0.49600	0.00000	inf	ENSMUSG00000036438	ENSG00000143933
0.45750	0.00280	163.393	ENSMUSG00000020460	ENSG00000143947
0.28920	0.03710	7.79515	ENSMUSG00000020128	ENSG00000143952
0.42030	0.14770	2.84563	ENSMUSG00000037486	ENSG00000143970
0.62790	0.00000	inf	ENSMUSG00000049124	ENSG00000143977
0.62790	0.00000	inf	ENSMUSG00000057278	ENSG00000143977
0.50730	0.02510	20.2112	ENSMUSG00000003662	ENSG00000144021
0.51990	0.00150	346.6	ENSMUSG00000003660	ENSG00000144028
0.67280	0.11310	5.94872	ENSMUSG00000027374	ENSG00000144029
0.49400	0.00230	214.783	ENSMUSG00000014748	ENSG00000144043
0.49150	0.20160	2.438	ENSMUSG00000030002	ENSG00000144048
1.20460	0.02260	53.3009	ENSMUSG00000004451	ENSG00000144118
0.42880	0.10060	4.26243	ENSMUSG00000022621	ENSG00000144134
0.37470	0.05180	7.23359	ENSMUSG00000027397	ENSG00000144136
0.57130	0.05450	10.4826	ENSMUSG00000026353	ENSG00000144224
0.34110	0.01580	21.5886	ENSMUSG00000026771	ENSG00000144228
0.90050	0.00090	1000.56	ENSMUSG00000024258	ENSG00000144231
0.20560	0.00780	26.359	ENSMUSG00000041915	ENSG00000144233
0.42640	0.02360	18.0678	ENSMUSG00000044308	ENSG00000144357
0.46860	0.01210	38.7273	ENSMUSG00000025980	ENSG00000144381
0.61130	0.11690	5.22926	ENSMUSG00000026142	ENSG00000144468
0.57380	0.13840	4.14595	ENSMUSG00000026240	ENSG00000144524
0.43110	0.07430	5.80215	ENSMUSG00000053333	ENSG00000144535
0.71440	0.09930	7.19436	ENSMUSG00000030316	ENSG00000144559
0.49230	0.00830	59.3133	ENSMUSG00000017831	ENSG00000144566
0.37810	0.09610	3.93444	ENSMUSG00000049339	ENSG00000144567
0.44380	0.00510	87.0196	ENSMUSG00000026176	ENSG00000144579
0.31030	0.00160	193.938	ENSMUSG00000026174	ENSG00000144580
0.59550	0.16540	3.60036	ENSMUSG00000026213	ENSG00000144589
0.58350	0.01350	43.2222	ENSMUSG00000033021	ENSG00000144591
0.55710	0.01030	54.0874	ENSMUSG00000021890	ENSG00000144597
0.59620	0.02580	23.1085	ENSMUSG00000032435	ENSG00000144635
0.71560	0.03020	23.6954	ENSMUSG00000066235	ENSG00000144647
0.86940	0.15070	5.76908	ENSMUSG00000032515	ENSG00000144655
0.66130	0.07170	9.22315	ENSMUSG00000032519	ENSG00000144659
1.03050	0.20100	5.12687	ENSMUSG00000038708	ENSG00000144674
0.42020	0.01680	25.0119	ENSMUSG00000047409	ENSG00000144677
0.80760	0.02810	28.7402	ENSMUSG00000034312	ENSG00000144711
0.65910	0.00000	inf	ENSMUSG00000057841	ENSG00000144713
0.55160	0.07100	7.76901	ENSMUSG00000045100	ENSG00000144741
0.36710	0.00300	122.367	ENSMUSG00000030061	ENSG00000144744
0.64710	0.04890	13.2331	ENSMUSG00000035199	ENSG00000144746
0.55580	0.06860	8.10204	ENSMUSG00000030059	ENSG00000144747
0.55710	0.12780	4.35915	ENSMUSG00000033157	ENSG00000144827
0.35780	0.04240	8.43868	ENSMUSG00000022827	ENSG00000144840
0.37700	0.01150	32.7826	ENSMUSG00000022663	ENSG00000144848
0.65110	0.04490	14.5011	ENSMUSG00000032553	ENSG00000144867
0.43210	0.03320	13.0151	ENSMUSG00000027810	ENSG00000144895
0.54160	0.04090	13.2421	ENSMUSG00000022807	ENSG00000144909
0.51550	0.05880	8.76701	ENSMUSG00000033306	ENSG00000145012
0.47140	0.06260	7.53035	ENSMUSG00000035629	ENSG00000145016
0.59190	0.06910	8.56585	ENSMUSG00000032607	ENSG00000145020
0.37370	0.04810	7.76923	ENSMUSG00000039461	ENSG00000145022
0.47020	0.06550	7.17863	ENSMUSG00000032606	ENSG00000145029
0.34990	0.01590	22.0063	ENSMUSG00000040325	ENSG00000145041
0.37610	0.01310	28.7099	ENSMUSG00000032575	ENSG00000145050
0.43860	0.06860	6.39359	ENSMUSG00000003235	ENSG00000145191
1.00710	0.10980	9.17213	ENSMUSG00000004815	ENSG00000145214
0.50940	0.01110	45.8919	ENSMUSG00000029227	ENSG00000145216
1.29870	0.17160	7.56818	ENSMUSG00000067367	ENSG00000145220
0.80530	0.02840	28.3556	ENSMUSG00000029326	ENSG00000145293
0.77750	0.03070	25.3257	ENSMUSG00000029312	ENSG00000145332
0.75170	0.01740	43.2011	ENSMUSG00000028165	ENSG00000145354
0.46480	0.00590	78.7797	ENSMUSG00000028114	ENSG00000145388
0.68080	0.00340	200.235	ENSMUSG00000028081	ENSG00000145425
0.81290	0.07770	10.462	ENSMUSG00000021606	ENSG00000145494
0.39870	0.01080	36.9167	ENSMUSG00000039100	ENSG00000145495
0.30970	0.00000	inf	ENSMUSG00000041841	ENSG00000145592
0.58260	0.02000	29.13	ENSMUSG00000041417	ENSG00000145675
0.35580	0.02060	17.2718	ENSMUSG00000021549	ENSG00000145715
0.47070	0.04850	9.70515	ENSMUSG00000026335	ENSG00000145730
0.24600	0.02130	11.5493	ENSMUSG00000021660	ENSG00000145741
0.36020	0.00220	163.727	ENSMUSG00000033319	ENSG00000145780
0.59910	0.06080	9.85362	ENSMUSG00000042705	ENSG00000145781
0.52680	0.05720	9.20979	ENSMUSG00000032905	ENSG00000145782
0.42070	0.03780	11.1296	ENSMUSG00000024487	ENSG00000145817
0.41330	0.01410	29.3121	ENSMUSG00000036452	ENSG00000145819
0.61240	0.00490	124.98	ENSMUSG00000021500	ENSG00000145833
0.65910	0.03510	18.7778	ENSMUSG00000019189	ENSG00000145860
0.46570	0.03030	15.3696	ENSMUSG00000042211	ENSG00000145868
0.64750	0.08860	7.30813	ENSMUSG00000020400	ENSG00000145901
0.65750	0.02870	22.9094	ENSMUSG00000018583	ENSG00000145907
0.63190	0.05690	11.1054	ENSMUSG00000001056	ENSG00000145912
0.76700	0.01020	75.1961	ENSMUSG00000001054	ENSG00000145916
0.61020	0.06570	9.28767	ENSMUSG00000044502	ENSG00000145919
0.68900	0.04800	14.3542	ENSMUSG00000021368	ENSG00000145979
0.61320	0.08180	7.49633	ENSMUSG00000021420	ENSG00000145982
0.60110	0.06280	9.57166	ENSMUSG00000006191	ENSG00000145996
0.59720	0.00000	inf	ENSMUSG00000001383	ENSG00000146007
0.53160	0.02690	19.7621	ENSMUSG00000040365	ENSG00000146063
0.86910	0.09240	9.40584	ENSMUSG00000025868	ENSG00000146066
0.36860	0.08770	4.20296	ENSMUSG00000021495	ENSG00000146067
0.41260	0.04000	10.315	ENSMUSG00000034928	ENSG00000146083
0.74260	0.12230	6.07195	ENSMUSG00000036376	ENSG00000146109
0.51710	0.15440	3.34909	ENSMUSG00000034595	ENSG00000146112
0.45420	0.08770	5.17902	ENSMUSG00000063888	ENSG00000146223
0.67670	0.12130	5.57873	ENSMUSG00000040128	ENSG00000146278
0.46890	0.07540	6.21883	ENSMUSG00000028292	ENSG00000146282
0.57200	0.06250	9.152	ENSMUSG00000019806	ENSG00000146416
0.59440	0.02800	21.2286	ENSMUSG00000095677	ENSG00000146425
0.59440	0.02800	21.2286	ENSMUSG00000092074	ENSG00000146425
0.57830	0.02830	20.4346	ENSMUSG00000096255	ENSG00000146425
0.59440	0.02800	21.2286	ENSMUSG00000000579	ENSG00000146425
0.75470	0.04800	15.7229	ENSMUSG00000038141	ENSG00000146433
0.22660	0.01750	12.9486	ENSMUSG00000060475	ENSG00000146457
0.31610	0.02590	12.2046	ENSMUSG00000042446	ENSG00000146463
0.91520	0.00520	176	ENSMUSG00000000149	ENSG00000146535
1.26790	0.23420	5.41375	ENSMUSG00000053553	ENSG00000146540
0.59190	0.01900	31.1526	ENSMUSG00000029617	ENSG00000146574
0.76730	0.02390	32.1046	ENSMUSG00000039244	ENSG00000146576
0.56360	0.02360	23.8814	ENSMUSG00000094483	ENSG00000146676
0.89830	0.02500	35.932	ENSMUSG00000019179	ENSG00000146701
1.87870	0.56600	3.31926	ENSMUSG00000004948	ENSG00000146707
0.71980	0.05680	12.6725	ENSMUSG00000029432	ENSG00000146729
0.63480	0.06560	9.67683	ENSMUSG00000029447	ENSG00000146731
0.40510	0.01780	22.7584	ENSMUSG00000036948	ENSG00000146826
0.40510	0.01780	22.7584	ENSMUSG00000091964	ENSG00000146826
0.76560	0.03380	22.6509	ENSMUSG00000037344	ENSG00000146828
0.59010	0.04070	14.4988	ENSMUSG00000029714	ENSG00000146830
0.39400	0.04510	8.73614	ENSMUSG00000029726	ENSG00000146834
0.29630	0.00300	98.7667	ENSMUSG00000020694	ENSG00000146872
1.04470	0.19100	5.46963	ENSMUSG00000001569	ENSG00000146909
0.32640	0.00220	148.364	ENSMUSG00000029823	ENSG00000146963
0.33490	0.02780	12.0468	ENSMUSG00000040990	ENSG00000147010
0.47170	0.00600	78.6167	ENSMUSG00000031207	ENSG00000147065
0.47930	0.23100	2.07489	ENSMUSG00000061633	ENSG00000147123
0.48130	0.13090	3.67685	ENSMUSG00000031059	ENSG00000147123
0.27300	0.02150	12.6977	ENSMUSG00000031310	ENSG00000147130
0.39500	0.02230	17.713	ENSMUSG00000031314	ENSG00000147133
0.33810	0.00400	84.525	ENSMUSG00000031311	ENSG00000147140
0.65930	0.14630	4.50649	ENSMUSG00000031168	ENSG00000147155
0.36890	0.00180	204.944	ENSMUSG00000034160	ENSG00000147162
0.31540	0.00830	38	ENSMUSG00000046032	ENSG00000147164
0.35070	0.00000	inf	ENSMUSG00000031432	ENSG00000147224
0.35810	0.00150	238.733	ENSMUSG00000079104	ENSG00000147224
0.39930	0.00690	57.8696	ENSMUSG00000037070	ENSG00000147274
0.66400	0.31650	2.09795	ENSMUSG00000039842	ENSG00000147316
0.85240	0.06130	13.9054	ENSMUSG00000038365	ENSG00000147364
0.53600	0.07430	7.214	ENSMUSG00000031349	ENSG00000147383
0.49170	0.01790	27.4693	ENSMUSG00000031347	ENSG00000147400
0.57960	0.00210	276	ENSMUSG00000058443	ENSG00000147403
0.57960	0.00210	276	ENSMUSG00000008682	ENSG00000147403
0.51480	0.00560	91.9286	ENSMUSG00000006273	ENSG00000147416
0.38790	0.01930	20.0984	ENSMUSG00000022035	ENSG00000147419
0.35540	0.00450	78.9778	ENSMUSG00000021972	ENSG00000147421
0.90690	0.02420	37.4752	ENSMUSG00000022089	ENSG00000147439
0.62810	0.04240	14.8137	ENSMUSG00000034248	ENSG00000147454
0.44070	0.02140	20.5935	ENSMUSG00000034190	ENSG00000147457
0.58620	0.07590	7.72332	ENSMUSG00000031485	ENSG00000147471
0.58670	0.15000	3.91133	ENSMUSG00000065954	ENSG00000147526
0.31660	0.00350	90.4571	ENSMUSG00000015341	ENSG00000147533
0.47780	0.07530	6.34529	ENSMUSG00000031570	ENSG00000147535
0.43540	0.06050	7.19669	ENSMUSG00000025911	ENSG00000147576
0.43090	0.22520	1.91341	ENSMUSG00000025925	ENSG00000147601
0.64220	0.01500	42.8133	ENSMUSG00000043716	ENSG00000147604
0.26610	0.04390	6.0615	ENSMUSG00000022255	ENSG00000147649
0.45710	0.00730	62.6164	ENSMUSG00000045996	ENSG00000147669
0.51350	0.01340	38.3209	ENSMUSG00000022312	ENSG00000147677
0.43610	0.08020	5.43766	ENSMUSG00000022354	ENSG00000147684
0.78750	0.09860	7.98682	ENSMUSG00000022574	ENSG00000147813
0.40720	0.03810	10.6877	ENSMUSG00000024782	ENSG00000147853
0.42520	0.05070	8.38659	ENSMUSG00000024817	ENSG00000147854
0.55170	0.09190	6.00326	ENSMUSG00000028494	ENSG00000147872
0.73970	0.05610	13.1854	ENSMUSG00000036078	ENSG00000147955
0.67580	0.03520	19.1989	ENSMUSG00000021460	ENSG00000148090
0.35450	0.00830	42.7108	ENSMUSG00000028381	ENSG00000148154
0.64870	0.07260	8.93526	ENSMUSG00000026880	ENSG00000148175
0.51740	0.03570	14.493	ENSMUSG00000026879	ENSG00000148180
0.34490	0.08870	3.88839	ENSMUSG00000026887	ENSG00000148187
0.44490	0.05870	7.57922	ENSMUSG00000028393	ENSG00000148218
0.67550	0.17870	3.78008	ENSMUSG00000096158	ENSG00000148229
0.74820	0.03380	22.1361	ENSMUSG00000028394	ENSG00000148229
0.63120	0.00340	185.647	ENSMUSG00000014867	ENSG00000148248
0.73880	0.15110	4.88948	ENSMUSG00000015790	ENSG00000148290
1.58090	0.19300	8.19119	ENSMUSG00000014873	ENSG00000148291
1.32020	0.15670	8.42502	ENSMUSG00000036160	ENSG00000148296
0.58890	0.02440	24.1352	ENSMUSG00000015776	ENSG00000148297
0.79080	0.20490	3.85944	ENSMUSG00000052406	ENSG00000148300
0.70850	0.00180	393.611	ENSMUSG00000062647	ENSG00000148303
0.71930	0.00710	101.31	ENSMUSG00000071052	ENSG00000148303
0.62140	0.02350	26.4426	ENSMUSG00000070778	ENSG00000148303
0.81170	0.07480	10.8516	ENSMUSG00000026816	ENSG00000148308
