Ensembl Gene ID	RefSeq ncRNA [e.g. NR_002834]	RefSeq ncRNA predicted [e.g. XR_108264]	Transcript Start (bp)	Transcript End (bp)
ENSG00000126746			6678665	6689299
ENSG00000126746			6678810	6689456
ENSG00000126746			6679220	6689572
ENSG00000126749			6970893	6976619
ENSG00000126749			6970913	6975573
ENSG00000126749			6970935	6974901
ENSG00000126749			6971061	6975977
ENSG00000126756			47651798	47659161
ENSG00000126756			47651801	47657499
ENSG00000126756			47651801	47659107
ENSG00000126756			47651805	47659117
ENSG00000126756			47657115	47659152
ENSG00000126767			47635521	47650488
ENSG00000126767			47636167	47650488
ENSG00000126767			47636167	47650591
ENSG00000126767			47636811	47650591
ENSG00000126767			47648887	47650604
ENSG00000126767			47635522	47650604
ENSG00000126767			47635522	47650604
ENSG00000126768			48893447	48897762
ENSG00000126768			48893447	48898143
ENSG00000126768			48893449	48897771
ENSG00000126768			48893453	48897790
ENSG00000126768			48893554	48897228
ENSG00000126768			48894000	48897747
ENSG00000126768			48896178	48897768
ENSG00000126768			48893448	48898143
ENSG00000126773			60091911	60148221
ENSG00000126773			60091919	60111157
ENSG00000126773			60091919	60134814
ENSG00000126773			60091927	60169133
ENSG00000126773			60091977	60115770
ENSG00000126773			60092186	60114980
ENSG00000126773			60115344	60126190
ENSG00000126773			60115621	60118549
ENSG00000126773			60115982	60124273
ENSG00000126773			60118443	60134809
ENSG00000126773			60118624	60134227
ENSG00000126773			60124306	60134085
ENSG00000126773			60147325	60169131
ENSG00000126775		XR_433723	55366392	55391302
ENSG00000126775		XR_433722	55366392	55391302
ENSG00000126775		XR_433721	55366392	55391302
ENSG00000126775		XR_430461	55366392	55391302
ENSG00000126775		XR_430460	55366392	55391302
ENSG00000126775		XR_430459	55366392	55391302
ENSG00000126775		XR_428211	55366392	55391302
ENSG00000126775		XR_425340	55366392	55391302
ENSG00000126775		XR_425339	55366392	55391302
ENSG00000126775		XR_425338	55366392	55391302
ENSG00000126775			55366392	55411858
ENSG00000126777			55559072	55612230
ENSG00000126777			55580210	55637341
ENSG00000126777			55580254	55612273
ENSG00000126777			55580315	55684579
ENSG00000126777			55580317	55684579
ENSG00000126777			55580322	55684579
ENSG00000126777			55580324	55680718
ENSG00000126777			55601792	55684579
ENSG00000126777			55641749	55661586
ENSG00000126777			55644275	55684260
ENSG00000126777			55644286	55652875
ENSG00000126777			55651890	55656347
ENSG00000126777			55656100	55661857
ENSG00000126777			55656102	55663196
ENSG00000126777			55661249	55672697
ENSG00000126777			55661274	55684576
ENSG00000126777			55663343	55684576
ENSG00000126777			55667651	55684583
ENSG00000126777			55671315	55684579
ENSG00000126777			55671862	55674304
ENSG00000126777			55672930	55701526
ENSG00000126777			55675050	55683723
ENSG00000126777			55679663	55684253
ENSG00000126777			55611977	55684583
ENSG00000126777			55611977	55680718
ENSG00000126804			64503712	64504854
ENSG00000126804			64503725	64521970
ENSG00000126804			64503951	64521895
ENSG00000126804			64503985	64523898
ENSG00000126804			64504574	64533690
ENSG00000126804			64504726	64521606
ENSG00000126821			63684214	63728039
ENSG00000126822			64704102	64730688
ENSG00000126822			64704436	64750247
ENSG00000126822			64704597	64744292
ENSG00000126822			64715703	64727756
ENSG00000126822			64723781	64730278
ENSG00000126822			64727884	64730688
ENSG00000126822			64730650	64744339
ENSG00000126822			64738015	64744343
ENSG00000126822			64738035	64744345
ENSG00000126822			64741596	64744342
ENSG00000126858			32142454	32225770
ENSG00000126858			32142466	32225727
ENSG00000126858			32142475	32225727
ENSG00000126858			32142537	32225113
ENSG00000126858			32142560	32225666
ENSG00000126858			32142568	32225503
ENSG00000126858			32142630	32209738
ENSG00000126858			32142673	32225503
ENSG00000126858			32142677	32199504
ENSG00000126858			32142680	32225727
ENSG00000126858			32202824	32211195
ENSG00000126858			32203860	32207541
ENSG00000126858			32203937	32253374
ENSG00000126858			32206925	32211435
ENSG00000126858			32206950	32224960
ENSG00000126858			32208302	32253374
ENSG00000126858			32209388	32242162
ENSG00000126883			131125561	131234670
ENSG00000126883			131125586	131234663
ENSG00000126883			131126080	131129311
ENSG00000126883			131128528	131130836
ENSG00000126883			131132646	131135266
ENSG00000126883			131133197	131139349
ENSG00000126883			131135988	131146193
ENSG00000126883			131144702	131195658
ENSG00000126883			131149951	131151884
ENSG00000126883			131163100	131164549
ENSG00000126883			131174168	131192292
ENSG00000126883			131175720	131197330
ENSG00000126883			131187114	131195341
ENSG00000126883			131187312	131233701
ENSG00000126883			131187358	131197687
ENSG00000126883			131190121	131233703
ENSG00000126883			131190126	131197843
ENSG00000126883			131190139	131198648
ENSG00000126883			131190143	131197613
ENSG00000126883			131192124	131197886
ENSG00000126883			131197338	131198332
ENSG00000126883			131222498	131228228
ENSG00000126883			131228175	131232469
ENSG00000126883			131228224	131233707
ENSG00000126883			131228294	131233704
ENSG00000126883			131228518	131233008
ENSG00000126883			131126034	131233701
ENSG00000126903			154487306	154490614
ENSG00000126903			154487311	154490628
ENSG00000126903			154487343	154490663
ENSG00000126903			154488287	154490677
ENSG00000126903			154487306	154490690
ENSG00000126934			4090321	4124129
ENSG00000126934		XR_424877	4090324	4100679
ENSG00000126934			4090324	4103204
ENSG00000126934			4090434	4101272
ENSG00000126934			4090597	4101047
ENSG00000126934			4095388	4100072
ENSG00000126934			4099195	4103213
ENSG00000126934			4099409	4104792
ENSG00000126934			4100459	4102504
ENSG00000126934			4101071	4124072
ENSG00000126934			4090333	4124117
ENSG00000127022			179678628	179708366
ENSG00000127022			179698406	179708336
ENSG00000127022			179698417	179728907
ENSG00000127022			179698906	179730925
ENSG00000127022			179698906	179730925
ENSG00000127022			179698944	179709036
ENSG00000127022			179698956	179706322
ENSG00000127022			179698968	179709059
ENSG00000127022			179698977	179708256
ENSG00000127022			179698977	179720494
ENSG00000127022			179698984	179710062
ENSG00000127022			179698988	179728682
ENSG00000127022			179699026	179709949
ENSG00000127022			179700186	179705777
ENSG00000127022			179706307	179716241
ENSG00000127022			179708287	179716201
ENSG00000127022			179709694	179716281
ENSG00000127022			179723478	179726735
ENSG00000127022			179726705	179729649
ENSG00000127054			1311585	1315433
ENSG00000127054			1311597	1324691
ENSG00000127054	NR_106785		1311598	1312700
ENSG00000127054			1311600	1324621
ENSG00000127054			1311601	1324673
ENSG00000127054		XR_427168	1311602	1317450
ENSG00000127054		XR_426614	1311602	1317450
ENSG00000127054		XR_425469	1311602	1317450
ENSG00000127054			1311606	1315170
ENSG00000127054			1311606	1324637
ENSG00000127054			1311606	1324650
ENSG00000127054			1311606	1324653
ENSG00000127054			1311627	1324628
ENSG00000127054			1311819	1324670
ENSG00000127054			1311823	1324666
ENSG00000127054			1312080	1313825
ENSG00000127054	NR_106785		1312260	1313780
ENSG00000127054			1312265	1313765
ENSG00000127054			1312284	1324648
ENSG00000127054			1312286	1313750
ENSG00000127054			1312787	1319346
ENSG00000127054			1312939	1315608
ENSG00000127054			1313059	1314664
ENSG00000127054			1313546	1315601
ENSG00000127054			1313745	1324630
ENSG00000127054			1314136	1315141
ENSG00000127054			1314313	1315697
ENSG00000127054			1314413	1324629
ENSG00000127054			1314826	1324658
ENSG00000127054			1314827	1324660
ENSG00000127054			1314878	1324625
ENSG00000127054			1314916	1324671
ENSG00000127054			1314918	1324659
ENSG00000127054			1315004	1324637
ENSG00000127054			1315146	1324658
ENSG00000127054			1315560	1320905
ENSG00000127054			1318679	1324666
ENSG00000127054			1318681	1324687
ENSG00000127054			1318697	1324611
ENSG00000127054			1319060	1324658
ENSG00000127054			1319306	1324671
ENSG00000127054			1319347	1324642
ENSG00000127054			1319381	1324649
ENSG00000127054			1319381	1324660
ENSG00000127054			1319403	1324660
ENSG00000127054			1319470	1324603
ENSG00000127054			1320478	1324613
ENSG00000127054			1322771	1324658
ENSG00000127054			1311585	1324687
ENSG00000127054			1311585	1324687
ENSG00000127054			1311585	1324687
ENSG00000127054			1311585	1324687
ENSG00000127080			92613184	92670265
ENSG00000127080			92614556	92620330
ENSG00000127080			92615527	92638079
ENSG00000127125			42456117	42460081
ENSG00000127125			42456539	42457504
ENSG00000127125			42456544	42460412
ENSG00000127125			42456559	42460414
ENSG00000127125			42456561	42460414
ENSG00000127125			42456801	42473385
ENSG00000127125			42457294	42460016
ENSG00000127125			42459204	42460278
ENSG00000127184			86617904	86620962
ENSG00000127184			86617928	86620766
ENSG00000127184			86617941	86620766
ENSG00000127184			86617956	86620761
ENSG00000127184			86617973	86620766
ENSG00000127184			86617986	86620766
ENSG00000127184			86618175	86620948
ENSG00000127191			136881912	136908218
ENSG00000127191			136886065	136909971
ENSG00000127191			136886518	136926607
ENSG00000127191			136889535	136900517
ENSG00000127191			136900480	136910096
ENSG00000127191			136901944	136920320
ENSG00000127191			136908136	136916677
ENSG00000127191			136921125	136923881
ENSG00000127220			17292131	17303473
ENSG00000127220			17301140	17310236
ENSG00000127220			17301289	17303425
ENSG00000127314			68610839	68671901
ENSG00000127314			68610855	68650882
ENSG00000127314			68610858	68660522
ENSG00000127314			68610899	68650041
ENSG00000127314			68610899	68659283
ENSG00000127314			68610908	68648757
ENSG00000127314			68610908	68650440
ENSG00000127314			68610908	68654207
ENSG00000127314			68610908	68654232
ENSG00000127314			68610908	68657191
ENSG00000127314			68610908	68659401
ENSG00000127314			68610908	68659497
ENSG00000127314			68610908	68660124
ENSG00000127314			68610913	68656348
ENSG00000127314			68610918	68657150
ENSG00000127314			68610919	68654222
ENSG00000127314			68610919	68659626
ENSG00000127314			68610925	68654190
ENSG00000127314			68610925	68656364
ENSG00000127314			68610925	68657713
ENSG00000127314			68610925	68659870
ENSG00000127314			68610929	68656398
ENSG00000127314			68610929	68657139
ENSG00000127314			68610929	68659647
ENSG00000127314			68610929	68659754
ENSG00000127314			68610933	68652014
ENSG00000127314			68610938	68648757
ENSG00000127314			68610938	68652028
ENSG00000127314			68610939	68659441
ENSG00000127314			68610961	68654182
ENSG00000127314			68611025	68656637
ENSG00000127314			68650244	68656413
ENSG00000127314			68651682	68654219
ENSG00000127334			67648338	67657596
ENSG00000127334			67648721	67665406
ENSG00000127334			67648778	67658909
ENSG00000127334			67649121	67652700
ENSG00000127334			67649682	67657407
ENSG00000127334			67651469	67657475
ENSG00000127415			986997	1004506
ENSG00000127415			987044	1002003
ENSG00000127415			987044	1004505
ENSG00000127415			987066	1001138
ENSG00000127415			987076	1001179
ENSG00000127415			987087	1001715
ENSG00000127415			987915	989623
ENSG00000127415			991825	1002069
ENSG00000127415			991872	1001825
ENSG00000127415			999710	1004505
ENSG00000127415			1002741	1003389
ENSG00000127415			1003429	1003724
ENSG00000127418			1009936	1011027
ENSG00000127418			1009979	1026891
ENSG00000127418			1011822	1025987
ENSG00000127418			1012146	1025347
ENSG00000127418			1012155	1022363
ENSG00000127418			1012156	1023840
ENSG00000127418			1012451	1026897
ENSG00000127419			932387	951259
ENSG00000127419			932387	958656
ENSG00000127419			932404	958656
ENSG00000127419			932426	953303
ENSG00000127419			932432	948589
ENSG00000127419			932444	957863
ENSG00000127419			932446	952436
ENSG00000127419			932460	955816
ENSG00000127419			932460	956892
ENSG00000127419			932461	955944
ENSG00000127419			932462	951705
ENSG00000127419			932465	958575
ENSG00000127419			932472	958656
ENSG00000127419			932475	950491
ENSG00000127419			932478	958509
ENSG00000127419			932480	958079
ENSG00000127419			932482	952389
ENSG00000127419			932487	948510
ENSG00000127419			948411	953354
ENSG00000127419			950451	951973
ENSG00000127419			952411	955491
ENSG00000127419			932517	958652
ENSG00000127445			9835257	9836725
ENSG00000127445			9835323	9848614
ENSG00000127445			9835323	9849682
ENSG00000127445			9835331	9849682
ENSG00000127445	NR_038830		9835340	9849682
ENSG00000127445			9835341	9849682
ENSG00000127445			9835346	9849399
ENSG00000127445			9835347	9849274
ENSG00000127445			9835369	9849214
ENSG00000127445			9835443	9849681
ENSG00000127445			9838599	9849682
ENSG00000127452			9810267	9818829
ENSG00000127452			9810267	9819055
ENSG00000127452			9810267	9819079
ENSG00000127452			9810271	9819076
ENSG00000127452			9810861	9827816
ENSG00000127452			9810896	9813413
ENSG00000127452			9811126	9818785
ENSG00000127452			9811156	9818813
ENSG00000127452			9811282	9819079
ENSG00000127452			9811308	9818816
ENSG00000127452			9811454	9819075
ENSG00000127452			9811550	9819103
ENSG00000127452			9818154	9818845
ENSG00000127463			19215664	19251552
ENSG00000127463		XR_427946	19216874	19221916
ENSG00000127463		XR_427940	19216874	19221916
ENSG00000127463		XR_427938	19216874	19221916
ENSG00000127463		XR_427931	19216874	19221916
ENSG00000127463		XR_426046	19216874	19221916
ENSG00000127463		XR_426039	19216874	19221916
ENSG00000127463		XR_426038	19216874	19221916
ENSG00000127463		XR_426032	19216874	19221916
ENSG00000127463			19216874	19251509
ENSG00000127463			19218148	19251522
ENSG00000127463			19218945	19221205
ENSG00000127463			19219370	19223506
ENSG00000127463			19219382	19222761
ENSG00000127463			19219568	19229395
ENSG00000127463			19219615	19223007
ENSG00000127463			19219650	19222686
ENSG00000127463			19238627	19240704
ENSG00000127463			19243620	19251525
ENSG00000127463			19244582	19251527
ENSG00000127463			19244789	19251527
ENSG00000127481			19074506	19210276
ENSG00000127481			19074510	19082240
ENSG00000127481			19074514	19104916
ENSG00000127481			19074518	19081306
ENSG00000127481			19074567	19077827
ENSG00000127481			19092733	19093440
ENSG00000127481			19093361	19100126
ENSG00000127481			19094095	19095922
ENSG00000127481			19106566	19110558
ENSG00000127481			19110487	19112687
ENSG00000127481			19111640	19118849
ENSG00000127481			19121200	19151700
ENSG00000127481			19121213	19168055
ENSG00000127481			19124477	19127701
ENSG00000127481			19144852	19146128
ENSG00000127481			19150924	19177745
ENSG00000127481			19153839	19155039
ENSG00000127483			20742661	20786688
ENSG00000127483			20742682	20775005
ENSG00000127483			20743135	20749747
ENSG00000127483			20745592	20750251
ENSG00000127483			20747615	20776604
ENSG00000127483			20757166	20787272
ENSG00000127483			20757199	20787312
ENSG00000127483			20773587	20786283
ENSG00000127483			20775450	20780541
ENSG00000127483			20775655	20786640
ENSG00000127483			20776698	20787323
ENSG00000127483			20776713	20786652
ENSG00000127483			20776720	20786652
ENSG00000127483			20779836	20786666
ENSG00000127511			16829400	16880350
ENSG00000127511			16829407	16855745
ENSG00000127511			16829407	16880353
ENSG00000127511			16841952	16863286
ENSG00000127511			16863097	16865590
ENSG00000127511			16863274	16878961
ENSG00000127511			16865122	16869623
ENSG00000127511			16869882	16872666
ENSG00000127511			16869969	16871638
ENSG00000127511			16875931	16878706
ENSG00000127511			16876939	16879060
ENSG00000127511			16877162	16878942
ENSG00000127527			16355239	16361953
ENSG00000127527			16355239	16471961
ENSG00000127527			16355239	16472012
ENSG00000127527			16361579	16471970
ENSG00000127527			16361581	16472085
ENSG00000127527			16361597	16471976
ENSG00000127527			16361889	16472085
ENSG00000127527			16382989	16403745
ENSG00000127527			16400631	16435296
ENSG00000127527			16400631	16471950
ENSG00000127527			16417439	16421433
ENSG00000127527			16425092	16471959
ENSG00000127527			16428702	16471951
ENSG00000127527			16436596	16471975
ENSG00000127527			16440653	16471943
ENSG00000127527			16441511	16471966
ENSG00000127528			16324817	16327874
ENSG00000127528			16324840	16327260
ENSG00000127540			1597172	1605490
ENSG00000127540			1598049	1602129
ENSG00000127540			1598049	1605436
ENSG00000127540			1598049	1605443
ENSG00000127540			1598922	1605473
ENSG00000127580			684622	690400
ENSG00000127580			685450	686929
ENSG00000127580			684734	690444
ENSG00000127586			788622	798063
ENSG00000127586			788622	798074
ENSG00000127586			788624	789340
ENSG00000127586			788624	789636
ENSG00000127586			788624	790805
ENSG00000127586			788624	798074
ENSG00000127586			788625	793190
ENSG00000127586			788635	798072
ENSG00000127586			789214	791370
ENSG00000127586			789313	791370
ENSG00000127586			789319	790549
ENSG00000127586			790251	793006
ENSG00000127586			790699	791879
ENSG00000127586			791137	792814
ENSG00000127586			792524	795720
ENSG00000127586			794702	796758
ENSG00000127586			796615	798074
ENSG00000127586			798041	800737
ENSG00000127586			788625	797975
ENSG00000127603			39081316	39102981
ENSG00000127603			39081417	39103726
ENSG00000127603			39084062	39487177
ENSG00000127603			39084132	39486980
ENSG00000127603			39084167	39486987
ENSG00000127603			39105411	39323008
ENSG00000127603			39105429	39254648
ENSG00000127603			39204246	39487177
ENSG00000127603			39204695	39254375
ENSG00000127603			39215262	39260540
ENSG00000127603			39215265	39254440
ENSG00000127603			39268465	39327225
ENSG00000127603			39268527	39357775
ENSG00000127603			39283126	39284220
ENSG00000127603			39284091	39285330
ENSG00000127603			39285337	39287613
ENSG00000127603			39300314	39373473
ENSG00000127603			39300314	39486987
ENSG00000127603			39328369	39331244
ENSG00000127603			39331138	39486987
ENSG00000127603			39409073	39416482
ENSG00000127603			39414185	39428092
ENSG00000127603			39434485	39436007
ENSG00000127603			39435626	39442289
ENSG00000127603			39452533	39453749
ENSG00000127603			39453837	39486987
ENSG00000127603			39456706	39464909
ENSG00000127603			39459123	39486987
ENSG00000127603			39460747	39486987
ENSG00000127603			39462020	39479994
ENSG00000127603			39462024	39480116
ENSG00000127603			39467750	39479880
ENSG00000127603			39468593	39486217
ENSG00000127603			39468643	39486987
ENSG00000127616			10961001	11062059
ENSG00000127616			10961001	11062282
ENSG00000127616			10961081	11061816
ENSG00000127616			10961105	11061816
ENSG00000127616			10961110	11061816
ENSG00000127616			10961321	11061816
ENSG00000127616			10984278	11032666
ENSG00000127616			11012762	11061989
ENSG00000127616			11018312	11023588
ENSG00000127616			11018870	11023561
ENSG00000127616			11019014	11062276
ENSG00000127616			11020581	11062276
ENSG00000127616			11030813	11041466
ENSG00000127616			11033082	11034146
ENSG00000127616			11033436	11041560
ENSG00000127616			11058835	11065395
ENSG00000127616			11060461	11062269
ENSG00000127616			10984152	11062282
ENSG00000127616			10984152	11062282
ENSG00000127663			4969114	5041181
ENSG00000127663			4969121	5153595
ENSG00000127663			4969132	5113340
ENSG00000127663			5016325	5153105
ENSG00000127663			5046998	5082437
ENSG00000127663			5070618	5151924
ENSG00000127663			5074091	5079166
ENSG00000127663			5080688	5110734
ENSG00000127663			5082452	5141503
ENSG00000127663			5112358	5119682
ENSG00000127663			5135536	5138470
ENSG00000127663			4969113	5153595
ENSG00000127804	NR_028335		2405562	2416085
ENSG00000127804			2407013	2415849
ENSG00000127804			2416049	2419769
ENSG00000127804			2416058	2511891
ENSG00000127804			2416076	2511886
ENSG00000127804			2419588	2511888
ENSG00000127804			2420185	2511835
ENSG00000127804			2459893	2477885
ENSG00000127804			2467761	2511889
ENSG00000127804			2477409	2502280
ENSG00000127824			219249711	219254032
ENSG00000127824			219249711	219254608
ENSG00000127824			219250729	219253901
ENSG00000127824			219250772	219277876
ENSG00000127824			219251113	219278170
ENSG00000127824			219251173	219253145
ENSG00000127824			219251194	219253354
ENSG00000127824			219251194	219253916
ENSG00000127824			219251539	219253916
ENSG00000127824			219251587	219252993
ENSG00000127837			218264123	218270257
ENSG00000127837			218264129	218270178
ENSG00000127837			218264130	218270088
ENSG00000127837			218264162	218269740
ENSG00000127837			218264181	218265921
ENSG00000127837			218264183	218270116
ENSG00000127837			218264360	218266081
ENSG00000127837			218265417	218266844
ENSG00000127837			218266087	218269710
ENSG00000127837			218267380	218270145
ENSG00000127838			218270392	218272947
ENSG00000127838			218270485	218346793
ENSG00000127838			218270520	218272911
ENSG00000127838			218271380	218318256
ENSG00000127838			218316728	218318008
ENSG00000127838			218323173	218346791
ENSG00000127838			218334703	218344981
ENSG00000127838			218340095	218340889
ENSG00000127870			26132115	26222261
ENSG00000127870			26212762	26221842
ENSG00000127870			26212768	26222493
ENSG00000127870			26212775	26221703
ENSG00000127870			26215139	26221810
ENSG00000127870			26219296	26221691
ENSG00000127870			26221253	26222089
ENSG00000127884			133362480	133373689
ENSG00000127914			91940867	92110673
ENSG00000127914			91940916	92041781
ENSG00000127914			91940926	91996052
ENSG00000127914			91973756	91995713
ENSG00000127914			92040704	92043143
ENSG00000127914			92057626	92065454
ENSG00000127914			92070138	92109061
ENSG00000127914			92083576	92090641
ENSG00000127914			92091989	92110668
ENSG00000127914			92097160	92100042
ENSG00000127914			92098154	92107512
ENSG00000127914			92102589	92110467
ENSG00000127914			92105677	92107929
ENSG00000127914			91940916	92041781
ENSG00000127914			91941100	92110673
ENSG00000127914			91941100	92090621
ENSG00000127920			93921699	93928610
ENSG00000127922			96481626	96503523
ENSG00000127922			96483713	96503510
ENSG00000127922			96486206	96709812
ENSG00000127922			96486272	96709775
ENSG00000127922			96486272	96709775
ENSG00000127922			96486272	96709775
ENSG00000127922			96486273	96709775
ENSG00000127922	NR_038948		96621657	96664338
ENSG00000127922			96622430	96645932
ENSG00000127922			96622562	96709861
ENSG00000127922			96645390	96664285
ENSG00000127922			96645391	96709780
ENSG00000127922			96645588	96709826
ENSG00000127922			96645823	96664245
ENSG00000127922			96645838	96664285
ENSG00000127922			96649195	96709858
ENSG00000127922			96672564	96709880
ENSG00000127922			96673249	96709851
ENSG00000127922			96673457	96709851
ENSG00000127922			96687951	96709891
ENSG00000127922			96688769	96697372
ENSG00000127922			96706222	96709873
ENSG00000127922			96481626	96496342
ENSG00000127922			96481626	96496342
ENSG00000127946			75533300	75738947
ENSG00000127946			75534088	75738941
ENSG00000127946			75558222	75563385
ENSG00000127946			75582092	75611843
ENSG00000127946			75654413	75738935
ENSG00000127946			75733460	75738962
ENSG00000127946			75538083	75611702
ENSG00000127947			77537275	77640071
ENSG00000127947			77537517	77583821
ENSG00000127947			77537554	77581465
ENSG00000127947			77538029	77592256
ENSG00000127947			77538035	77639280
ENSG00000127947			77538069	77639620
ENSG00000127947			77545752	77600728
ENSG00000127947			77571091	77610828
ENSG00000127947			77571153	77585571
ENSG00000127947			77583555	77610802
ENSG00000127947			77585149	77592381
ENSG00000127947			77585546	77600965
ENSG00000127947			77606928	77611046
ENSG00000127947			77627156	77638708
ENSG00000127947			77636765	77639490
ENSG00000127947			77636972	77638941
ENSG00000127948			75899200	75980393
ENSG00000127948			75907576	75981096
ENSG00000127948			75915079	75986855
ENSG00000127948			75915149	75980738
ENSG00000127948			75915157	75954109
ENSG00000127948			75915157	75979786
ENSG00000127948			75915164	75986855
ENSG00000127948			75915174	75980411
ENSG00000127948			75915182	75980488
ENSG00000127948			75918644	75980471
ENSG00000127948			75921161	75954180
ENSG00000127948			75945322	75954180
ENSG00000127948			75953989	75986540
ENSG00000127948			75953989	75986854
ENSG00000127948			75954076	75986599
ENSG00000127948			75967843	75980439
ENSG00000127948			75967845	75979537
ENSG00000127948			75967845	75980360
ENSG00000127948			75980932	75983793
ENSG00000127948			75981911	75986832
ENSG00000127948			75983316	75985745
ENSG00000127948			75983436	75985307
ENSG00000127948			75983789	75985366
ENSG00000127948			75985570	75986855
ENSG00000127951			77193371	77199826
ENSG00000127952			75996342	76047963
ENSG00000127952			75996342	76047983
ENSG00000127952			75996366	76028672
ENSG00000127952			75996366	76028672
ENSG00000127952			75996409	76047953
ENSG00000127952			75996499	76028671
ENSG00000127952			75998545	76047980
ENSG00000127952			76003739	76047988
ENSG00000127952			76013753	76048004
ENSG00000127952			75996338	76048003
ENSG00000127952			75996338	76048003
ENSG00000127957			75502930	75527809
ENSG00000127957			75507747	75528051
ENSG00000127957			75507750	75527836
ENSG00000127957	NR_028059		75507753	75528123
ENSG00000127957			75511017	75527579
ENSG00000127957			75511017	75528088
ENSG00000127957			75512589	75528148
ENSG00000127957			75516043	75525955
ENSG00000127993			92528773	92537534
ENSG00000127993			92528773	92538005
ENSG00000127993			92528807	92532550
ENSG00000127993			92528814	92537070
ENSG00000128016			39406813	39409412
ENSG00000128016			39406857	39408179
ENSG00000128016			39406858	39409368
ENSG00000128016			39407439	39408143
ENSG00000128050			56435741	56461361
ENSG00000128050			56435752	56459499
ENSG00000128050			56436039	56441863
ENSG00000128050			56436138	56442028
ENSG00000128050			56436138	56461361
ENSG00000128050			56436152	56459664
ENSG00000128050		XR_425137	56448699	56451191
ENSG00000128050		XR_425136	56448699	56451191
ENSG00000128050			56435749	56461368
ENSG00000128159			50217689	50244564
ENSG00000128159			50217689	50244992
ENSG00000128159			50217694	50220416
ENSG00000128159			50217694	50226189
ENSG00000128159			50221760	50224592
ENSG00000128159			50222987	50226191
ENSG00000128159			50226735	50240360
ENSG00000128159			50217689	50244971
ENSG00000128185			20314276	20320080
ENSG00000128185			20314283	20320009
ENSG00000128185			20314394	20320080
ENSG00000128191			20080232	20111871
ENSG00000128191			20080569	20086339
ENSG00000128191	NR_031706		20085820	20111872
ENSG00000128191			20085822	20111872
ENSG00000128191			20087036	20111877
ENSG00000128191			20094712	20107036
ENSG00000128191			20106182	20107575
ENSG00000128191			20106567	20109184
ENSG00000128191			20107572	20111261
ENSG00000128191			20080232	20111875
ENSG00000128228			21642261	21644298
ENSG00000128228			21642354	21643292
ENSG00000128245			31944461	31957603
ENSG00000128245			31944522	31956482
ENSG00000128245			31944522	31957603
ENSG00000128245			31944747	31956604
ENSG00000128245			31944966	31957603
ENSG00000128245			31947422	31956576
ENSG00000128272			39519695	39522683
ENSG00000128272			39520564	39522683
ENSG00000128272			39520564	39522685
ENSG00000128294			26525492	26590163
ENSG00000128294			26525746	26565368
ENSG00000128294			26525746	26596717
ENSG00000128294			26535895	26540871
ENSG00000128294			26541206	26590125
ENSG00000128294			26541271	26550653
ENSG00000128294			26541439	26590125
ENSG00000128294			26541485	26565726
ENSG00000128294			26541490	26590125
ENSG00000128309			37019635	37029801
ENSG00000128309			37019696	37029794
ENSG00000128309			37019768	37029819
ENSG00000128309			37019768	37029822
ENSG00000128309			37019772	37029796
ENSG00000128309			37019798	37029812
ENSG00000128309			37023037	37029821
ENSG00000128311			37010859	37019467
ENSG00000128311			37010859	37019527
ENSG00000128311			37018361	37019640
ENSG00000128311			37010859	37020183
ENSG00000128335			36226203	36239643
ENSG00000128335			36226210	36239954
ENSG00000128335			36227342	36239527
ENSG00000128335			36228032	36239227
ENSG00000128335			36228195	36239561
ENSG00000128335			36236885	36239239
ENSG00000128335			36236927	36239582
ENSG00000128335			36236933	36239673
ENSG00000128335			36236964	36239570
ENSG00000128463			34224999	34230156
ENSG00000128463			34225013	34230147
ENSG00000128463			34225018	34228583
ENSG00000128463			34225019	34226554
ENSG00000128463			34225025	34227846
ENSG00000128463			34225036	34229182
ENSG00000128463			34225037	34230156
ENSG00000128463			34225038	34228841
ENSG00000128463			34225040	34229980
ENSG00000128463			34225066	34229999
ENSG00000128463			34225162	34228190
ENSG00000128463			34226512	34230149
ENSG00000128463			34227695	34230156
ENSG00000128524			128862826	128865843
ENSG00000128524			128862904	128865844
ENSG00000128534			118184032	118192824
ENSG00000128534			118184144	118192155
ENSG00000128534			118184156	118192164
ENSG00000128534			118184167	118188405
ENSG00000128563			102363872	102404625
ENSG00000128563			102363894	102425446
ENSG00000128563		XR_426207	102363895	102425449
ENSG00000128563			102363897	102426676
ENSG00000128563	NR_038967		102366042	102426666
ENSG00000128563			102376219	102425541
ENSG00000128563			102396363	102426666
ENSG00000128563			102404357	102426666
ENSG00000128585			131110096	131487844
ENSG00000128585			131110140	131399384
ENSG00000128585			131285062	131399357
ENSG00000128585			131327846	131399297
ENSG00000128585			131327856	131414703
ENSG00000128585			131327860	131496636
ENSG00000128585			131327883	131478960
ENSG00000128585			131327897	131487962
ENSG00000128585			131463276	131490539
ENSG00000128585			131463325	131471178
ENSG00000128585			131470838	131472267
ENSG00000128585			131478471	131487962
ENSG00000128590			108569568	108574850
ENSG00000128590			108569867	108572063
ENSG00000128590			108571715	108574760
ENSG00000128595			128739292	128771477
ENSG00000128595			128739292	128771477
ENSG00000128595			128739342	128771474
ENSG00000128595			128739363	128770576
ENSG00000128595			128739404	128769936
ENSG00000128595			128758962	128771807
ENSG00000128626			38930548	38933020
ENSG00000128626			38930944	38931861
