dS	dN	Mouse Ensembl Gene ID	Ensembl Gene ID
0.61680	0.00060	ENSMUSG00000038765	ENSG00000136944
0.49340	0.00850	ENSMUSG00000027427	ENSG00000132664
0.43990	0.01040	ENSMUSG00000033124	ENSG00000198925
0.78960	0.03670	ENSMUSG00000021464	ENSG00000169071
0.48560	0.06030	ENSMUSG00000029474	ENSG00000170633
1.01640	0.06810	ENSMUSG00000005804	ENSG00000104164
0.14080	0.00000	ENSMUSG00000019132	ENSG00000112308
0.62150	0.01410	ENSMUSG00000030298	ENSG00000157020
0.36640	0.01350	ENSMUSG00000022240	ENSG00000169862
2.00360	0.46520	ENSMUSG00000067919	ENSG00000221923
1.82790	0.45550	ENSMUSG00000062518	ENSG00000221923
1.88020	0.45220	ENSMUSG00000066009	ENSG00000221923
1.56280	0.52170	ENSMUSG00000067931	ENSG00000221923
2.19110	0.45370	ENSMUSG00000096433	ENSG00000221923
1.54880	0.46960	ENSMUSG00000062743	ENSG00000221923
1.91320	0.47740	ENSMUSG00000058186	ENSG00000221923
1.41060	0.46520	ENSMUSG00000057409	ENSG00000221923
1.14130	0.48910	ENSMUSG00000067928	ENSG00000221923
1.40290	0.54460	ENSMUSG00000023882	ENSG00000221923
1.96110	0.45690	ENSMUSG00000086147	ENSG00000221923
1.51360	0.48850	ENSMUSG00000061544	ENSG00000221923
1.72760	0.48270	ENSMUSG00000002617	ENSG00000221923
1.31070	0.49750	ENSMUSG00000051341	ENSG00000221923
1.84130	0.46350	ENSMUSG00000078498	ENSG00000221923
1.82110	0.49160	ENSMUSG00000059142	ENSG00000221923
0.40100	0.09260	ENSMUSG00000060594	ENSG00000204381
0.65270	0.02380	ENSMUSG00000021559	ENSG00000196730
0.48920	0.05810	ENSMUSG00000022790	ENSG00000144847
1.12710	0.16930	ENSMUSG00000035041	ENSG00000060566
0.26950	0.01740	ENSMUSG00000027236	ENSG00000104131
0.26950	0.01740	ENSMUSG00000043424	ENSG00000104131
0.23140	0.00000	ENSMUSG00000024360	ENSG00000120705
0.71300	0.06500	ENSMUSG00000073733	ENSG00000132881
0.78590	0.30620	ENSMUSG00000056050	ENSG00000154305
0.45820	0.04480	ENSMUSG00000017843	ENSG00000078304
0.44940	0.04590	ENSMUSG00000024063	ENSG00000213626
0.64860	0.19710	ENSMUSG00000051735	ENSG00000187994
0.59080	0.31510	ENSMUSG00000046056	ENSG00000189001
0.58710	0.17310	ENSMUSG00000035031	ENSG00000157131
0.58330	0.06880	ENSMUSG00000052407	ENSG00000164989
0.77830	0.08390	ENSMUSG00000022913	ENSG00000183527
0.40950	0.07500	ENSMUSG00000058267	ENSG00000120333
0.46420	0.01660	ENSMUSG00000033214	ENSG00000165300
0.87620	0.06580	ENSMUSG00000002280	ENSG00000103245
0.75750	0.06090	ENSMUSG00000020593	ENSG00000134324
0.89430	0.12390	ENSMUSG00000013539	ENSG00000183597
0.76300	0.19190	ENSMUSG00000054428	ENSG00000130770
1.22180	0.02400	ENSMUSG00000052488	ENSG00000085872
0.58960	0.19600	ENSMUSG00000026009	ENSG00000163600
0.97200	0.19320	ENSMUSG00000055809	ENSG00000167646
0.66980	0.27810	ENSMUSG00000024730	ENSG00000166959
0.43620	0.08380	ENSMUSG00000036291	ENSG00000053770
1.14510	0.26040	ENSMUSG00000036275	ENSG00000113583
0.60490	0.01290	ENSMUSG00000036435	ENSG00000090989
0.27460	0.04470	ENSMUSG00000036932	ENSG00000156709
0.56280	0.01870	ENSMUSG00000019302	ENSG00000033627
0.21310	0.09430	ENSMUSG00000019966	ENSG00000049130
0.81590	0.06120	ENSMUSG00000060166	ENSG00000099904
0.72300	0.01860	ENSMUSG00000023852	ENSG00000153922
0.76620	0.01000	ENSMUSG00000037364	ENSG00000087087
1.04370	0.26010	ENSMUSG00000025480	ENSG00000171772
0.64690	0.01720	ENSMUSG00000019782	ENSG00000111832
0.55900	0.03290	ENSMUSG00000052310	ENSG00000143570
0.45750	0.02010	ENSMUSG00000027603	ENSG00000131067
0.32880	0.01760	ENSMUSG00000059857	ENSG00000162631
0.51200	0.01990	ENSMUSG00000024242	ENSG00000011566
0.22730	0.00570	ENSMUSG00000036934	ENSG00000155330
0.69710	0.00990	ENSMUSG00000002249	ENSG00000007866
0.38530	0.00220	ENSMUSG00000008859	ENSG00000006451
0.75560	0.11850	ENSMUSG00000027456	ENSG00000125775
0.36560	0.01830	ENSMUSG00000026457	ENSG00000159346
0.57190	0.09390	ENSMUSG00000027525	ENSG00000087495
0.72160	0.24480	ENSMUSG00000020270	ENSG00000185662
0.54360	0.03910	ENSMUSG00000035681	ENSG00000166006
0.64290	0.07410	ENSMUSG00000028121	ENSG00000137936
0.52470	0.13380	ENSMUSG00000019822	ENSG00000135587
0.27860	0.02750	ENSMUSG00000029167	ENSG00000109819
0.91640	0.02050	ENSMUSG00000030287	ENSG00000123104
0.75970	0.09520	ENSMUSG00000036686	ENSG00000132024
0.42900	0.22640	ENSMUSG00000039200	ENSG00000166669
0.73900	0.10570	ENSMUSG00000029503	ENSG00000187848
0.50630	0.04600	ENSMUSG00000013878	ENSG00000120925
0.51630	0.16480	ENSMUSG00000022016	ENSG00000023516
0.29540	0.08850	ENSMUSG00000020564	ENSG00000146776
0.89890	0.19930	ENSMUSG00000031986	ENSG00000010072
0.39590	0.11380	ENSMUSG00000033257	ENSG00000135912
0.57810	0.03470	ENSMUSG00000028099	ENSG00000186141
0.61680	0.03370	ENSMUSG00000049313	ENSG00000137642
0.41600	0.10670	ENSMUSG00000049928	ENSG00000065325
0.27440	0.01310	ENSMUSG00000031169	ENSG00000102312
0.38480	0.00070	ENSMUSG00000058975	ENSG00000129159
0.61640	0.03310	ENSMUSG00000024587	ENSG00000134440
0.47990	0.00190	ENSMUSG00000030744	ENSG00000149273
0.54970	0.04990	ENSMUSG00000037470	ENSG00000136731
0.41780	0.07950	ENSMUSG00000032357	ENSG00000137251
0.37420	0.00700	ENSMUSG00000039901	ENSG00000120029
0.45820	0.10110	ENSMUSG00000053253	ENSG00000102471
1.11470	0.16440	ENSMUSG00000002985	ENSG00000130203
0.72460	0.25280	ENSMUSG00000034035	ENSG00000159588
0.60930	0.11120	ENSMUSG00000023942	ENSG00000112759
0.82090	0.04830	ENSMUSG00000039873	ENSG00000124257
0.59180	0.06030	ENSMUSG00000022335	ENSG00000066827
0.59600	0.19550	ENSMUSG00000021789	ENSG00000185303
0.49880	0.01210	ENSMUSG00000009995	ENSG00000102125
0.90120	0.08220	ENSMUSG00000031957	ENSG00000168925
0.52660	0.03110	ENSMUSG00000033389	ENSG00000006740
0.81810	0.09140	ENSMUSG00000049098	ENSG00000196661
0.58950	0.10650	ENSMUSG00000046150	ENSG00000196661
0.76920	0.10640	ENSMUSG00000033029	ENSG00000128346
0.44330	0.08980	ENSMUSG00000073792	ENSG00000088035
0.61470	0.17620	ENSMUSG00000051235	ENSG00000178295
0.62040	0.07540	ENSMUSG00000021973	ENSG00000165487
0.53490	0.07890	ENSMUSG00000038335	ENSG00000167721
0.51880	0.10340	ENSMUSG00000054555	ENSG00000148848
0.35410	0.01100	ENSMUSG00000033769	ENSG00000144036
0.50010	0.14440	ENSMUSG00000020807	ENSG00000198920
0.97140	0.10820	ENSMUSG00000027582	ENSG00000197114
0.58570	0.17210	ENSMUSG00000001520	ENSG00000053702
1.46400	0.13080	ENSMUSG00000026940	ENSG00000213213
1.91460	0.55390	ENSMUSG00000033156	ENSG00000170373
0.27220	0.05770	ENSMUSG00000055184	ENSG00000196550
5.55480	0.19170	ENSMUSG00000051851	ENSG00000134590
3.36360	0.17800	ENSMUSG00000067924	ENSG00000134590
3.36360	0.17800	ENSMUSG00000067925	ENSG00000134590
0.77960	0.17040	ENSMUSG00000041498	ENSG00000118193
0.50000	0.06230	ENSMUSG00000020253	ENSG00000164088
0.48370	0.01810	ENSMUSG00000041763	ENSG00000134900
0.53440	0.06160	ENSMUSG00000029685	ENSG00000146809
0.57740	0.00000	ENSMUSG00000067338	ENSG00000075886
0.59780	0.00000	ENSMUSG00000067702	ENSG00000075886
0.57280	0.16760	ENSMUSG00000022303	ENSG00000164935
0.21910	0.01140	ENSMUSG00000039361	ENSG00000073921
0.46780	0.01960	ENSMUSG00000009647	ENSG00000156026
0.50380	0.11240	ENSMUSG00000042210	ENSG00000248487
1.33290	0.06270	ENSMUSG00000040424	ENSG00000160396
0.75940	0.07250	ENSMUSG00000032714	ENSG00000105137
0.69190	0.05190	ENSMUSG00000037541	ENSG00000162105
0.93080	0.07030	ENSMUSG00000011171	ENSG00000106018
0.56940	0.11990	ENSMUSG00000028497	ENSG00000188921
0.54900	0.10550	ENSMUSG00000015839	ENSG00000116044
0.55500	0.14580	ENSMUSG00000043631	ENSG00000106823
0.59080	0.02880	ENSMUSG00000029475	ENSG00000089094
0.59530	0.07300	ENSMUSG00000066357	ENSG00000178252
0.39800	0.00590	ENSMUSG00000027933	ENSG00000143624
0.74700	0.00000	ENSMUSG00000029836	ENSG00000122565
0.55700	0.08240	ENSMUSG00000028657	ENSG00000131238
1.56360	0.15520	ENSMUSG00000000326	ENSG00000093010
0.78020	0.19850	ENSMUSG00000037731	ENSG00000130775
0.56960	0.09560	ENSMUSG00000031487	ENSG00000104221
0.77310	0.14410	ENSMUSG00000028923	ENSG00000157191
0.58460	0.10920	ENSMUSG00000023947	ENSG00000146232
0.39150	0.02460	ENSMUSG00000047747	ENSG00000170153
1.47390	0.30040	ENSMUSG00000055865	ENSG00000184599
0.30660	0.02000	ENSMUSG00000021838	ENSG00000020577
0.64690	0.06500	ENSMUSG00000025815	ENSG00000181192
0.96810	0.48420	ENSMUSG00000062148	ENSG00000169397
0.94710	0.48100	ENSMUSG00000090166	ENSG00000169397
0.98700	0.48200	ENSMUSG00000072601	ENSG00000169397
1.03750	0.52260	ENSMUSG00000059606	ENSG00000169397
1.04670	0.50930	ENSMUSG00000050766	ENSG00000169397
0.96550	0.47710	ENSMUSG00000047222	ENSG00000169397
0.97970	0.49180	ENSMUSG00000072596	ENSG00000169397
0.40280	0.00590	ENSMUSG00000022789	ENSG00000087470
0.56550	0.10750	ENSMUSG00000061838	ENSG00000172340
0.26650	0.00460	ENSMUSG00000017421	ENSG00000010244
0.84850	0.17420	ENSMUSG00000058351	ENSG00000168273
0.97410	0.02130	ENSMUSG00000020211	ENSG00000104897
0.57800	0.02990	ENSMUSG00000029415	ENSG00000198301
0.28320	0.00000	ENSMUSG00000027893	ENSG00000168710
0.62300	0.13270	ENSMUSG00000074802	ENSG00000139354
0.53930	0.05090	ENSMUSG00000020196	ENSG00000099991
0.58660	0.02310	ENSMUSG00000021413	ENSG00000112739
0.34360	0.01010	ENSMUSG00000025451	ENSG00000172239
0.38720	0.17880	ENSMUSG00000028416	ENSG00000107262
0.70370	0.01620	ENSMUSG00000045045	ENSG00000173621
0.56800	0.14460	ENSMUSG00000066637	ENSG00000183891
0.75550	0.11270	ENSMUSG00000089739	ENSG00000240849
0.70320	0.03950	ENSMUSG00000090213	ENSG00000240849
0.39760	0.05160	ENSMUSG00000021209	ENSG00000119698
0.47390	0.04330	ENSMUSG00000027472	ENSG00000088356
0.42520	0.05070	ENSMUSG00000024817	ENSG00000147854
0.74100	0.15610	ENSMUSG00000056632	ENSG00000134757
0.32830	0.02900	ENSMUSG00000032340	ENSG00000067141
1.55090	0.02880	ENSMUSG00000007021	ENSG00000127561
0.59640	0.11340	ENSMUSG00000057554	ENSG00000116977
0.27940	0.03140	ENSMUSG00000037075	ENSG00000170881
0.72540	0.13640	ENSMUSG00000021242	ENSG00000119655
0.71570	0.03840	ENSMUSG00000030930	ENSG00000182022
0.78500	0.15860	ENSMUSG00000071235	ENSG00000133980
0.40860	0.03020	ENSMUSG00000035653	ENSG00000165379
1.46360	0.36270	ENSMUSG00000075572	ENSG00000186146
0.28210	0.01860	ENSMUSG00000021877	ENSG00000168374
0.50720	0.10590	ENSMUSG00000032534	ENSG00000182923
0.37160	0.05380	ENSMUSG00000026571	ENSG00000143164
0.49540	0.02910	ENSMUSG00000007415	ENSG00000157259
1.24620	0.29380	ENSMUSG00000028971	ENSG00000241563
1.86360	0.07290	ENSMUSG00000052565	ENSG00000124575
0.88740	0.09390	ENSMUSG00000034333	ENSG00000100426
0.20550	0.01160	ENSMUSG00000040842	ENSG00000055070
0.70750	0.39730	ENSMUSG00000020009	ENSG00000027697
0.27220	0.00770	ENSMUSG00000036985	ENSG00000188706
1.04430	0.17760	ENSMUSG00000024386	ENSG00000115718
0.58250	0.04690	ENSMUSG00000029659	ENSG00000102802
0.61420	0.37980	ENSMUSG00000037523	ENSG00000088888
0.79790	0.13750	ENSMUSG00000071256	ENSG00000085644
0.44490	0.09310	ENSMUSG00000062110	ENSG00000184178
0.46010	0.01470	ENSMUSG00000027193	ENSG00000166181
0.40260	0.05310	ENSMUSG00000005968	ENSG00000143367
0.51540	0.06290	ENSMUSG00000022304	ENSG00000147647
0.71750	0.12300	ENSMUSG00000022210	ENSG00000157326
0.89180	0.21580	ENSMUSG00000045930	ENSG00000176435
1.56250	0.06480	ENSMUSG00000037979	ENSG00000119242
0.84140	0.07530	ENSMUSG00000036580	ENSG00000133104
0.79580	0.00980	ENSMUSG00000042506	ENSG00000124422
0.50290	0.00820	ENSMUSG00000030662	ENSG00000065150
0.73470	0.34100	ENSMUSG00000073184	ENSG00000197647
0.67960	0.30250	ENSMUSG00000044566	ENSG00000164304
0.60010	0.04870	ENSMUSG00000024941	ENSG00000142186
0.97890	0.02260	ENSMUSG00000036565	ENSG00000136295
0.55100	0.12140	ENSMUSG00000026781	ENSG00000107897
0.17660	0.00260	ENSMUSG00000063659	ENSG00000179456
0.34310	0.00750	ENSMUSG00000071072	ENSG00000110958
0.59840	0.11440	ENSMUSG00000075486	ENSG00000188243
0.57360	0.00660	ENSMUSG00000001496	ENSG00000136352
0.51400	0.01110	ENSMUSG00000001630	ENSG00000211455
0.35630	0.10630	ENSMUSG00000030309	ENSG00000110888
0.75240	0.01500	ENSMUSG00000028358	ENSG00000157657
0.59770	0.01960	ENSMUSG00000003161	ENSG00000075142
0.59220	0.04370	ENSMUSG00000026083	ENSG00000158417
0.32870	0.04940	ENSMUSG00000037514	ENSG00000125779
0.45900	0.06330	ENSMUSG00000031150	ENSG00000147144
0.32500	0.00730	ENSMUSG00000063273	ENSG00000164134
1.25380	0.03750	ENSMUSG00000031075	ENSG00000131620
0.89810	0.18890	ENSMUSG00000022596	ENSG00000126233
0.71650	0.04730	ENSMUSG00000041577	ENSG00000188783
0.57460	0.11000	ENSMUSG00000035824	ENSG00000166548
0.06790	0.00000	ENSMUSG00000062397	ENSG00000120963
0.35020	0.08970	ENSMUSG00000024248	ENSG00000115944
0.51890	0.00660	ENSMUSG00000056367	ENSG00000133627
0.68960	0.05600	ENSMUSG00000024891	ENSG00000174669
0.71160	0.00880	ENSMUSG00000031376	ENSG00000067842
0.63430	0.02730	ENSMUSG00000028978	ENSG00000164867
0.51000	0.03190	ENSMUSG00000015806	ENSG00000151552
0.47220	0.04370	ENSMUSG00000068747	ENSG00000134243
0.56610	0.04600	ENSMUSG00000021478	ENSG00000184845
0.36010	0.04560	ENSMUSG00000021916	ENSG00000016864
0.87110	0.01380	ENSMUSG00000021506	ENSG00000069011
0.63380	0.02950	ENSMUSG00000028962	ENSG00000164889
0.88180	0.16120	ENSMUSG00000019945	ENSG00000183346
0.94880	0.15080	ENSMUSG00000006345	ENSG00000100121
0.86250	0.15790	ENSMUSG00000006587	ENSG00000185669
0.80100	0.08680	ENSMUSG00000043592	ENSG00000124602
0.80850	0.09750	ENSMUSG00000028348	ENSG00000170681
0.40380	0.01700	ENSMUSG00000003037	ENSG00000167461
0.49060	0.03960	ENSMUSG00000014226	ENSG00000116161
0.69770	0.11150	ENSMUSG00000061758	ENSG00000198074
0.71270	0.11600	ENSMUSG00000052131	ENSG00000198074
0.80010	0.10670	ENSMUSG00000029762	ENSG00000198074
0.93350	0.02860	ENSMUSG00000025511	ENSG00000214063
0.74740	0.04710	ENSMUSG00000005320	ENSG00000160867
0.95790	0.03150	ENSMUSG00000004044	ENSG00000177469
0.76630	0.05560	ENSMUSG00000024034	ENSG00000160183
0.59870	0.09820	ENSMUSG00000006717	ENSG00000112304
0.85220	0.02210	ENSMUSG00000070780	ENSG00000163694
64.90640	1.51040	ENSMUSG00000078490	ENSG00000142609
0.36090	0.04440	ENSMUSG00000045983	ENSG00000114867
0.27450	0.02880	ENSMUSG00000059327	ENSG00000158813
0.31250	0.06230	ENSMUSG00000010592	ENSG00000092345
0.72590	0.42050	ENSMUSG00000060565	ENSG00000187833
0.67550	0.39070	ENSMUSG00000053742	ENSG00000187833
0.71750	0.40090	ENSMUSG00000048312	ENSG00000187833
0.67600	0.43300	ENSMUSG00000091692	ENSG00000187833
0.72110	0.40310	ENSMUSG00000072259	ENSG00000187833
0.47160	0.05260	ENSMUSG00000024471	ENSG00000120729
0.42730	0.02910	ENSMUSG00000047773	ENSG00000153930
0.43420	0.03630	ENSMUSG00000027255	ENSG00000149182
0.38850	0.02620	ENSMUSG00000001627	ENSG00000006652
0.59870	0.08360	ENSMUSG00000095078	ENSG00000176087
0.50320	0.06400	ENSMUSG00000033272	ENSG00000176087
0.87310	0.02600	ENSMUSG00000037625	ENSG00000013297
0.60530	0.00470	ENSMUSG00000047676	ENSG00000168028
0.62910	0.00320	ENSMUSG00000032518	ENSG00000168028
0.69940	0.01510	ENSMUSG00000024892	ENSG00000173599
0.64870	0.06210	ENSMUSG00000020766	ENSG00000108479
0.36050	0.00550	ENSMUSG00000025921	ENSG00000121039
1.01270	0.04270	ENSMUSG00000060969	ENSG00000170549
0.78840	0.07080	ENSMUSG00000011486	ENSG00000181240
0.56040	0.15230	ENSMUSG00000069844	ENSG00000133028
0.85260	0.26220	ENSMUSG00000030341	ENSG00000067182
0.51160	0.03950	ENSMUSG00000041890	ENSG00000139436
0.59860	0.08540	ENSMUSG00000042331	ENSG00000128487
0.91910	0.03160	ENSMUSG00000025537	ENSG00000164776
0.44750	0.03280	ENSMUSG00000028484	ENSG00000164985
0.43440	0.09900	ENSMUSG00000027811	ENSG00000205208
0.88260	0.16610	ENSMUSG00000066839	ENSG00000130159
0.53250	0.00480	ENSMUSG00000041261	ENSG00000178538
0.40640	0.00330	ENSMUSG00000067629	ENSG00000197283
0.80070	0.02860	ENSMUSG00000050132	ENSG00000004139
0.41160	0.00000	ENSMUSG00000020180	ENSG00000100028
0.87590	0.14170	ENSMUSG00000024172	ENSG00000144057
0.81290	0.07770	ENSMUSG00000021606	ENSG00000145494
0.31160	0.01800	ENSMUSG00000027455	ENSG00000088833
1.28680	0.32180	ENSMUSG00000039296	ENSG00000136206
1.46880	0.34210	ENSMUSG00000029586	ENSG00000136206
0.51040	0.02830	ENSMUSG00000020577	ENSG00000106537
0.51200	0.19240	ENSMUSG00000049799	ENSG00000184434
0.65250	0.26420	ENSMUSG00000050944	ENSG00000176927
0.61430	0.08140	ENSMUSG00000047557	ENSG00000079257
0.26730	0.00270	ENSMUSG00000036309	ENSG00000113558
0.41250	0.01330	ENSMUSG00000022607	ENSG00000169398
0.38180	0.01340	ENSMUSG00000002997	ENSG00000005249
0.44600	0.09200	ENSMUSG00000078584	ENSG00000164008
0.51090	0.09610	ENSMUSG00000025937	ENSG00000147592
0.56330	0.02970	ENSMUSG00000036743	ENSG00000154611
0.88670	0.08330	ENSMUSG00000063350	ENSG00000170953
0.90140	0.09050	ENSMUSG00000058628	ENSG00000170953
0.90140	0.10820	ENSMUSG00000066750	ENSG00000170953
0.44680	0.00670	ENSMUSG00000003360	ENSG00000174243
0.86920	0.09580	ENSMUSG00000028716	ENSG00000162366
0.42140	0.05550	ENSMUSG00000022533	ENSG00000133657
0.46370	0.02350	ENSMUSG00000024983	ENSG00000151532
0.92280	0.15140	ENSMUSG00000010067	ENSG00000068028
0.43000	0.12920	ENSMUSG00000032750	ENSG00000160219
0.88170	0.02460	ENSMUSG00000029455	ENSG00000111275
0.53110	0.13620	ENSMUSG00000025983	ENSG00000144395
0.61740	0.05020	ENSMUSG00000021694	ENSG00000049167
0.33840	0.02270	ENSMUSG00000031608	ENSG00000109586
0.71910	0.03290	ENSMUSG00000003680	ENSG00000162227
0.84710	0.14620	ENSMUSG00000037946	ENSG00000127084
1.02710	0.09950	ENSMUSG00000029102	ENSG00000109758
0.31060	0.02490	ENSMUSG00000021719	ENSG00000186479
0.25300	0.10170	ENSMUSG00000094649	ENSG00000168303
0.20600	0.06180	ENSMUSG00000012429	ENSG00000168303
0.41240	0.00000	ENSMUSG00000098274	ENSG00000114391
0.75650	0.00000	ENSMUSG00000090862	ENSG00000110700
0.52760	0.00510	ENSMUSG00000028488	ENSG00000107295
0.39940	0.02040	ENSMUSG00000036737	ENSG00000172939
0.81680	0.36650	ENSMUSG00000033538	ENSG00000137757
0.59320	0.10770	ENSMUSG00000029510	ENSG00000213420
0.82820	0.36030	ENSMUSG00000030474	ENSG00000168995
1.98230	0.49650	ENSMUSG00000032915	ENSG00000131355
0.32030	0.04720	ENSMUSG00000025262	ENSG00000184083
0.45000	0.04760	ENSMUSG00000073176	ENSG00000173275
0.69720	0.01780	ENSMUSG00000050541	ENSG00000170214
0.36230	0.01630	ENSMUSG00000041308	ENSG00000168807
0.68720	0.18210	ENSMUSG00000038618	ENSG00000099849
0.23430	0.00410	ENSMUSG00000030881	ENSG00000132254
1.35490	0.53350	ENSMUSG00000064125	ENSG00000183248
0.34810	0.08480	ENSMUSG00000036097	ENSG00000119906
0.49710	0.05400	ENSMUSG00000001870	ENSG00000049323
0.52470	0.05180	ENSMUSG00000031540	ENSG00000083168
0.71630	0.19400	ENSMUSG00000006311	ENSG00000105672
0.74570	0.08380	ENSMUSG00000008813	ENSG00000179636
0.29130	0.05090	ENSMUSG00000038538	ENSG00000157741
0.76890	0.10210	ENSMUSG00000017754	ENSG00000100979
0.57180	0.10450	ENSMUSG00000030677	ENSG00000079616
0.59460	0.06960	ENSMUSG00000039521	ENSG00000049768
0.66740	0.01450	ENSMUSG00000029513	ENSG00000111725
0.57940	0.13180	ENSMUSG00000031987	ENSG00000135766
0.77670	0.02600	ENSMUSG00000075224	ENSG00000183908
0.22850	0.07360	ENSMUSG00000066456	ENSG00000118418
0.52410	0.27620	ENSMUSG00000022906	ENSG00000138496
0.92970	0.04800	ENSMUSG00000025380	ENSG00000186765
0.39400	0.04510	ENSMUSG00000029726	ENSG00000146834
1.18580	0.25320	ENSMUSG00000039759	ENSG00000041988
0.34720	0.04490	ENSMUSG00000022487	ENSG00000170627
0.54680	0.05660	ENSMUSG00000033308	ENSG00000188641
0.23990	0.03230	ENSMUSG00000034269	ENSG00000168137
0.94260	0.12020	ENSMUSG00000039018	ENSG00000148824
1.26940	0.01930	ENSMUSG00000035828	ENSG00000198355
0.68620	0.19880	ENSMUSG00000058952	ENSG00000205403
0.38550	0.00000	ENSMUSG00000079658	ENSG00000154582
0.63880	0.19490	ENSMUSG00000093668	ENSG00000248483
0.66350	0.02880	ENSMUSG00000015134	ENSG00000184254
0.53900	0.07910	ENSMUSG00000032782	ENSG00000170037
0.80660	0.07060	ENSMUSG00000032807	ENSG00000179477
0.65800	0.07890	ENSMUSG00000019951	ENSG00000111647
0.90180	0.27540	ENSMUSG00000038170	ENSG00000178104
0.67140	0.06800	ENSMUSG00000024228	ENSG00000112874
0.48020	0.05430	ENSMUSG00000020525	ENSG00000170836
0.51010	0.06260	ENSMUSG00000024659	ENSG00000135046
0.32900	0.02060	ENSMUSG00000032745	ENSG00000062194
0.50420	0.28480	ENSMUSG00000013523	ENSG00000064787
0.47930	0.14050	ENSMUSG00000025002	ENSG00000108242
0.72360	0.03770	ENSMUSG00000003444	ENSG00000063322
0.48990	0.03340	ENSMUSG00000036513	ENSG00000114744
1.22420	0.10030	ENSMUSG00000052336	ENSG00000168329
0.18320	0.00270	ENSMUSG00000029229	ENSG00000109220
0.49460	0.01290	ENSMUSG00000041355	ENSG00000163479
0.79960	0.19510	ENSMUSG00000028801	ENSG00000001460
0.81890	0.08200	ENSMUSG00000024619	ENSG00000113722
0.56100	0.06560	ENSMUSG00000063849	ENSG00000138621
0.55830	0.03390	ENSMUSG00000005150	ENSG00000123154
0.64120	0.19320	ENSMUSG00000025723	ENSG00000197696
0.65220	0.02680	ENSMUSG00000028234	ENSG00000008988
0.40280	0.05590	ENSMUSG00000022751	ENSG00000114021
0.09300	0.02120	ENSMUSG00000018770	ENSG00000154518
0.49020	0.03830	ENSMUSG00000015994	ENSG00000168522
0.30250	0.11350	ENSMUSG00000049411	ENSG00000134490
0.84140	0.10250	ENSMUSG00000000215	ENSG00000254647
0.95310	0.11630	ENSMUSG00000035804	ENSG00000254647
0.27940	0.03760	ENSMUSG00000042167	ENSG00000164329
0.87990	0.18550	ENSMUSG00000073705	ENSG00000175279
0.62580	0.06030	ENSMUSG00000032238	ENSG00000069667
0.53730	0.21170	ENSMUSG00000021822	ENSG00000122861
0.50200	0.00560	ENSMUSG00000038486	ENSG00000159164
0.35580	0.02060	ENSMUSG00000021549	ENSG00000145715
0.72410	0.06600	ENSMUSG00000057723	ENSG00000006059
0.69410	0.06230	ENSMUSG00000048981	ENSG00000006059
0.69270	0.06230	ENSMUSG00000035592	ENSG00000006059
0.78760	0.07030	ENSMUSG00000043485	ENSG00000006059
0.52690	0.02460	ENSMUSG00000056124	ENSG00000118276
1.27820	0.02800	ENSMUSG00000035621	ENSG00000167470
0.44730	0.02690	ENSMUSG00000022848	ENSG00000138463
0.49130	0.05880	ENSMUSG00000031635	ENSG00000109511
1.06030	0.03480	ENSMUSG00000043099	ENSG00000177374
0.73490	0.06010	ENSMUSG00000026848	ENSG00000136816
0.46440	0.08320	ENSMUSG00000030942	ENSG00000066654
0.65580	0.01210	ENSMUSG00000003411	ENSG00000169213
0.42830	0.01560	ENSMUSG00000069072	ENSG00000013293
0.41120	0.01800	ENSMUSG00000036053	ENSG00000157827
0.91860	0.31100	ENSMUSG00000043468	ENSG00000134249
0.67730	0.02940	ENSMUSG00000040811	ENSG00000125746
0.42110	0.03560	ENSMUSG00000027465	ENSG00000125875
0.60300	0.07470	ENSMUSG00000037428	ENSG00000128564
0.91460	0.09510	ENSMUSG00000039715	ENSG00000119333
8.67060	0.16380	ENSMUSG00000093803	ENSG00000167393
0.36520	0.00790	ENSMUSG00000058799	ENSG00000187109
0.47260	0.11700	ENSMUSG00000058761	ENSG00000166439
0.91410	0.03880	ENSMUSG00000054065	ENSG00000184363
0.48810	0.08350	ENSMUSG00000024076	ENSG00000205221
0.47570	0.01100	ENSMUSG00000015217	ENSG00000029993
0.46650	0.01330	ENSMUSG00000062588	ENSG00000029993
0.66250	0.06520	ENSMUSG00000052861	ENSG00000115423
1.14880	0.08360	ENSMUSG00000009246	ENSG00000070985
0.91810	0.07120	ENSMUSG00000049717	ENSG00000174405
0.98340	0.10330	ENSMUSG00000046807	ENSG00000178026
0.71110	0.23390	ENSMUSG00000039427	ENSG00000189366
0.63230	0.05190	ENSMUSG00000029868	ENSG00000165125
0.64440	0.30490	ENSMUSG00000020707	ENSG00000181481
0.46870	0.06830	ENSMUSG00000033917	ENSG00000006007
0.83930	0.02880	ENSMUSG00000042215	ENSG00000112208
1.87710	0.71110	ENSMUSG00000007827	ENSG00000196912
2.51140	0.75390	ENSMUSG00000095294	ENSG00000196912
63.94500	1.08960	ENSMUSG00000020481	ENSG00000196912
1.69600	0.61400	ENSMUSG00000090808	ENSG00000196912
2.12590	0.73920	ENSMUSG00000094421	ENSG00000196912
1.57440	0.67490	ENSMUSG00000026774	ENSG00000196912
2.44480	0.75120	ENSMUSG00000096265	ENSG00000196912
2.36220	0.75570	ENSMUSG00000074449	ENSG00000196912
